,feature,review,similarity score
111,analyze your metrics,"I've had to knock some points off unfortunately. In general, the app is good and the Strava integration is great, but I have to reboot my phone (Pixel 3, Android 11) every single time to sync, which is a pain. Also, it constantly misregisters my strokes as 'mixed' rather than crawl – also a pain. There's still no way to see the current clock time in any of the dashboards (actual time, not minutes swam), which would be really useful for swimmers fitting in a session before work or in a lunch break.",0.9471338
112,analyze your metrics,"The FORM app and goggles itself are of superb quality and I'm a very happy triathlete because of it. They have been fundamental to my training Why two stars then? While, that's all because I feel FORM is changing the rules of the game while we are playing. They have introduced guided workouts (great!) but decided to put it behind a subscription. I disagree with this decision but even worse - the price is completely ridiculous. 19 EUR by month? Really? I seriously thought this was a mistake..",0.9471338
113,analyze your metrics,"Generally good and clear but I frequently have to restart my android phone to synch, and now I'm not able to watch the video tutorials anymore which is a big problem (no idea why, it just says ""we can't open this file type""). If everything worked as expected would be a 5 stars",0.9505689
114,analyze your metrics,"Australian customer. When first opening the app and trying to create an account I can't get past the create bio page. Same error regardless of method of registration (Facebook, Gmail, email) ""something went wrong"". Goggles are useless without the app as can't update software. Expensive and disappointing. Don't bother if you don't live in the US.",0.9505791
115,analyze your metrics,Not very good. The unit buttons were defective and so I couldn't save my first swim with it. Returned it and waiting for a refund. Quality control is essential for a device like this. Lacking here. Really disappointed.,0.47460562
116,analyze your metrics,"$200 lap counter. After 5 sessions in a 25m pool, I realize these googles are almost worthless. First and foremost: they do NOT ACCURATELY COUNT FREESTYLE STROKES. I mean way way off. I typically hit 16-17 strokes per length, these things will count towards of 40. So much for your SWOLF score. Also, you cannot add more than 150m of drills if you have a 25m pool selected. After getting in touch with support, they admit both these issues are known and 'keep an eye out for an update'. Return",0.32083896
117,analyze your metrics,"Goggles themselves rock. App sucks. Need a way to edit swim length for laps the goggles don't pick up. Also, need a way to choose content to view in app: I care nothing about""following"" others, yet that's the default.",0.9524203
118,analyze your metrics,"Does this not yet have an auto shutdown feature while in swimming mode. However, customer service was very friendly and responsive and promised to fix this. Will change review to 5 stars once fixed.",0.5236449
119,analyze your metrics,"Not much is working in this new update. Edit: All seems to work as long as I agree to let the App access my location. Please fix, I don't want to provide my location. Thanks",0.9521667
120,analyze your metrics,I cannot turn the goggles on to pair it. There is no screen. Tried to hard reset did not work battery is full. Tried to upgrade the goggles .after 5 hours still not done. Bluetooth and internet on. HELP ME PLEASE !!!!!!!!,0.9515088
121,analyze your metrics,"Constantly over calculates swim distance. Did 1200 meters and form said I did 1,975 meters. Wish there is a way to configure pool length by pushing a button.",0.95344603
122,analyze your metrics,"Unable to update the newly bought Goggles, kept trying over and over with different troubleshooting and nothing worked. Probably got a defective set",0.9549754
123,analyze your metrics,Unable to cancel subscription,0.97880244
124,analyze your metrics,This app has used up 1.44GB yes GB in 2 days? I streamed a whole soccer game and it didn't even come close to this apps usage. Why it uses this my data is beyond me!,0.43446314
125,analyze your metrics,"Android requires a Bluetooth passkey to pair, the app does not over ride this therefore the goggles cannot be paired.",0.95547575
126,analyze your metrics,"I cant create a profile there, i dont understand validation message. Weak efforts from UX and development team",0.36019653
127,analyze your metrics,"Tried to download the app multiple times, but it won't connect, just says pending.",0.960685
128,analyze your metrics,"Cannot download. Took 2+ hours and 6 attempts but now its downloaded thank you. Does the $35 ex delivery charge cover the inport duty into Colombia also, please?",0.95360494
129,analyze your metrics,"I get many ptoblem when try to connect with device , iget message "" you can not optimized on your device""",0.9560562
130,analyze your metrics,"Would be 5 star, only.problrm that's a pain for me is that pool swims don't sync to Garmin account so you don't keep all your workouts in one place",0.8324687
131,analyze your metrics,I want to look into buying but see that you don't support the Garmin Decent MK1 watch so can't download the data field. Are there plan to open this up to more watches?,0.9998578
132,connect with the community,"The googles are fine and the workout generation is fine. However, something as basic as pausing your workout plan or being able to go back and pick up in you plan where you left off is not possible. If, for whatever reason, I don’t have the ability to complete 3 swims a week for 8 weeks, I should be able to go back to the last swim I completed and start from there. The progression system is time locked like an AFK video game. There’s no reason that I should have to wait 7 days for a workout week to unlock and then not be able to go back and complete missed workouts. Part of this is building endurance or achieving a goal set in the plan and if I don’t take the proper steps of progression then I don’t get as much out of week 7 as I could if I left off on week 3 This seems like a HUGE miss on their part and completely neuters an entire aspect of what could make this set up great.",0.9882254
133,connect with the community,"I like the FORM goggles and what they provide, but I just cannot understand why I need to pay an extra $19 a month to import workouts I write myself into a product I already own. 

If I wanted to access the library, or share workouts with my friends (spoiler - I have none. I’m a triathlete… lol) that would be one thing. But it seems exploitative to force me to pay a recurring fee to use even the most basic feature.

I just want to see my own workouts in front of me. Why do I have to send money to other people for that privilege?!",0.9882254
134,connect with the community,"I was really disappointed to learn the collected data from the Form Goggles cannot be pushed to Garmin Connect. Form should take a look at how Zwift (for cycling) does it because it cannot be that hard!

UPDATE:
Response from Form: “Unfortunately this is due to a limitation from Garmin's side and we are not able to send them our data.”

My Response:
First, thank you for responding, it shows Form cares about customer satisfaction. However, Zwift (and I’m sure others) seems to send data to Garmin Connect just fine, how is this Garmin’s limitation? 

BTW, I’ve been a developer for 25 years so I can understand technical limitations between disparate systems but if other platforms are pushing data to Garmin, the problem is most likely NOT them.",0.9882254
135,connect with the community,"Goggles/software do function well and as advertised. However, subscription price for workouts in addition to the high initial cost of buying their product is a slap in the face. Almost every other sport tracking wearable gives you the ability to integrate workouts with no extra cost. I will stick to manually performing workouts with the unsubscribed version until they break, then likely seek a different brand.",0.9882254
136,connect with the community,"I have these googles and they are pretty neat.  I’m fortunate to be grandfathered in and the workouts features are nice.  I’m very disappointed that Form decided to move to a subscription model for any future users.  You CAN NOT use these goggles without a subscription now.

The subscription is on par with the cost of a Peleton subscription and more than Zwift or Wahoo Systm, and provides way less value.

See below the email I received from FORM.

If you purchased your goggles before May 26, your FORM experience won't change. But we wanted to let you know what's changing for swimmers who purchase after May 26. Real-time metrics in pool, open water, and swim spa are now part of the FORM membership. New swimmers will be required to have an active membership to access this and all member features.",0.9882254
137,connect with the community,"I have been using the goggles regularly for both pool and OW swims. Both with Apple Watch and Garmin connect as the goggles when used for OW simply function as a display while the Watch control the recording and swim.

1. Current pace not available, only average page for entire workout
2. HR displayed after pausing workout is wrong, both in FORM app and goggles. Heart rate shown is 20 BPM above actual rate and when examine using the FORM app the entire second half of the swim has HR increased by 20 BPM compared to first half.

In short totally unreliable data.

Furthermore this kind of errors are obvious software bugs and reveals that the goggles have not been tested properly when used for OW swims.

The only thing the goggles can be used for during OW swim is to display the total distance.",0.9882254
138,connect with the community,"Compared to regular swim googles these googles reduce your vision by about 50 percent. That’s a big trade off to have have data that is available, slightly delayed, from other sources like Apple Watch and and pool time clocks.  Open water swimming requires navigation and spotting landmarks.  This is extremely difficult with the tunnel vision and smoked tint of these google.  Feels like you are swimming in a cave.  Fit is average as the googles can be worn with either side up which is sub-optimal for a good fit.",0.9882254
139,connect with the community,"The googles are great! The app is also clean and easy to use. However, as a competitive swimmer many of the workouts are very simple. I would like the ability to create my own workouts so then I have complete control on the workouts and then could align with my workout schedule.",0.98984313
140,connect with the community,"I use a Garmin watch and Garmin connect to track my swims. Form will retrieve my data from the watch but if I just use the goggle data it won’t interface with Garmin connect. Also I accidentally deleted a swim and there is no way to re-retrieve the data or copy yesterday’s swim. It’s a new app so I get it. The goggles are awesome, clear and informative.",0.9882254
141,connect with the community,There is no app support. Multiple attempts at contact have gone unanswered for weeks. No ability to create your own workout and download to goggles. Have to join a subscription service for workouts. There are some included with the app but seem ti be geared to the novice swimmer.,0.87855434
142,connect with the community,How many times do I have to say 'no thanks to join your free trial? It's however many times a week I Swim! Stop harassing me,0.9915979
143,connect with the community,The software is decent. The actual goggles have poor field of vision for sighting in open water,0.992625
144,connect with the community,for some reason the app doesnt work for me.,0.9959025
145,connect with the community,The fit is superb. The lap count and total distance cover are inaccurate. I noticed that the unit misses flip turns occasionally.,0.9698679
146,connect with the community,App is not intuitive and difficult to navigate on phone. Googles are horribly inconsistent in tracking laps.  Very disappointed.,0.99274844
147,connect with the community,The goggles are the best thing in the pool I just wish it would connect to the apple health app,0.99198306
148,connect with the community,My one complaint is the main stats can’t include Average Pace / 100 yards!,0.24593095
149,connect with the community,New software update broke the goggles,0.9975051
150,connect with the community,As described in title,0.6691857
151,connect with the community,It recognizes freestyle but all my breast strokes are considered resting 😢 - I’m in a swim spa.,0.99315614
152,connect with the community,"Great goggles, but major sync issues to Apple Health every time FORM does a software update. I think issue  is that FORM needs to be like all other exercise apps first requesting permission from customer to write or read data.  Apple privacy policy requires customer must give permission to the app to write or read data. Then FORM would be listed under Settings, Privacy, Motion and Fitness, and be able to write data.

All of my other exercise apps are listed under settings, Privacy, Motion and Fitness. Why not FORM? I never get an answer to this question from the tech team. The tech team seems to ignore customer suggestions and focuses more on upselling their new paid swim programs.

FORM’s only suggestion was  deleting  and reinstalling the app, restarting phone, but that does not solve problem  ….FORM still goes back to being listed as inactive under Active Health under Active Energy data sources.  So if you are interested in syncing FORM swim data, such as active energy calories burned to Apple Health, it does not work and the developer seems to have given up trying to fix it.

Bottom line FORM does not work to sync with Apple Health.  Since last update on 8/24/21 no data has transferred from FORM to Apple Health Active Energy. This happens everytime FORM  does an update.",0.9882254
153,connect with the community,"The app is fine. Billing is weird. Form tried to bill me using Google Pay, which is fine. BUT the name was a person not ""FORM,"" so I suspected fraud and stopped the transaction thru my credit card. Once I verified that it was FORM, i have been in anightmare secnario with goole pay and Form. There is no way to renew the subscription once it expires. No tabs or buttons or icons in Google pay or the form app to re-subscribe so I can get workouts. Looking forward to hearing a solution so I don't have to switch to another product.",0.9882254
154,connect with the community,"The most recent update doesn't allow me to view lap times within intervals. I can only view the total time for the interval or lap time for every single lap, not traced to intervals.",0.55252695
155,connect with the community,"I've had to knock some points off unfortunately. In general, the app is good and the Strava integration is great, but I have to reboot my phone (Pixel 3, Android 11) every single time to sync, which is a pain. Also, it constantly misregisters my strokes as 'mixed' rather than crawl – also a pain. There's still no way to see the current clock time in any of the dashboards (actual time, not minutes swam), which would be really useful for swimmers fitting in a session before work or in a lunch break.",0.9882254
156,connect with the community,"The FORM app and goggles itself are of superb quality and I'm a very happy triathlete because of it. They have been fundamental to my training Why two stars then? While, that's all because I feel FORM is changing the rules of the game while we are playing. They have introduced guided workouts (great!) but decided to put it behind a subscription. I disagree with this decision but even worse - the price is completely ridiculous. 19 EUR by month? Really? I seriously thought this was a mistake..",0.9882254
157,connect with the community,"Generally good and clear but I frequently have to restart my android phone to synch, and now I'm not able to watch the video tutorials anymore which is a big problem (no idea why, it just says ""we can't open this file type""). If everything worked as expected would be a 5 stars",0.9898318
158,connect with the community,"Australian customer. When first opening the app and trying to create an account I can't get past the create bio page. Same error regardless of method of registration (Facebook, Gmail, email) ""something went wrong"". Goggles are useless without the app as can't update software. Expensive and disappointing. Don't bother if you don't live in the US.",0.9898365
159,connect with the community,Not very good. The unit buttons were defective and so I couldn't save my first swim with it. Returned it and waiting for a refund. Quality control is essential for a device like this. Lacking here. Really disappointed.,0.31599876
160,connect with the community,"$200 lap counter. After 5 sessions in a 25m pool, I realize these googles are almost worthless. First and foremost: they do NOT ACCURATELY COUNT FREESTYLE STROKES. I mean way way off. I typically hit 16-17 strokes per length, these things will count towards of 40. So much for your SWOLF score. Also, you cannot add more than 150m of drills if you have a 25m pool selected. After getting in touch with support, they admit both these issues are known and 'keep an eye out for an update'. Return",0.15300499
161,connect with the community,"Goggles themselves rock. App sucks. Need a way to edit swim length for laps the goggles don't pick up. Also, need a way to choose content to view in app: I care nothing about""following"" others, yet that's the default.",0.99066985
162,connect with the community,"Does this not yet have an auto shutdown feature while in swimming mode. However, customer service was very friendly and responsive and promised to fix this. Will change review to 5 stars once fixed.",0.3691711
163,connect with the community,"Not much is working in this new update. Edit: All seems to work as long as I agree to let the App access my location. Please fix, I don't want to provide my location. Thanks",0.9905563
164,connect with the community,I cannot turn the goggles on to pair it. There is no screen. Tried to hard reset did not work battery is full. Tried to upgrade the goggles .after 5 hours still not done. Bluetooth and internet on. HELP ME PLEASE !!!!!!!!,0.99025977
165,connect with the community,"Constantly over calculates swim distance. Did 1200 meters and form said I did 1,975 meters. Wish there is a way to configure pool length by pushing a button.",0.99112535
166,connect with the community,"Unable to update the newly bought Goggles, kept trying over and over with different troubleshooting and nothing worked. Probably got a defective set",0.991792
167,connect with the community,Unable to cancel subscription,0.9994469
168,connect with the community,This app has used up 1.44GB yes GB in 2 days? I streamed a whole soccer game and it didn't even come close to this apps usage. Why it uses this my data is beyond me!,0.27292806
169,connect with the community,"Android requires a Bluetooth passkey to pair, the app does not over ride this therefore the goggles cannot be paired.",0.9920068
170,connect with the community,"I cant create a profile there, i dont understand validation message. Weak efforts from UX and development team",0.19422933
171,connect with the community,"Tried to download the app multiple times, but it won't connect, just says pending.",0.99413794
172,connect with the community,"Cannot download. Took 2+ hours and 6 attempts but now its downloaded thank you. Does the $35 ex delivery charge cover the inport duty into Colombia also, please?",0.99119526
173,connect with the community,"I get many ptoblem when try to connect with device , iget message "" you can not optimized on your device""",0.9922538
174,connect with the community,"Would be 5 star, only.problrm that's a pain for me is that pool swims don't sync to Garmin account so you don't keep all your workouts in one place",0.7246605
175,connect with the community,I want to look into buying but see that you don't support the Garmin Decent MK1 watch so can't download the data field. Are there plan to open this up to more watches?,0.98202825
176,customize your goggles(split times/stroke count/pace per 100),"The googles are fine and the workout generation is fine. However, something as basic as pausing your workout plan or being able to go back and pick up in you plan where you left off is not possible. If, for whatever reason, I don’t have the ability to complete 3 swims a week for 8 weeks, I should be able to go back to the last swim I completed and start from there. The progression system is time locked like an AFK video game. There’s no reason that I should have to wait 7 days for a workout week to unlock and then not be able to go back and complete missed workouts. Part of this is building endurance or achieving a goal set in the plan and if I don’t take the proper steps of progression then I don’t get as much out of week 7 as I could if I left off on week 3 This seems like a HUGE miss on their part and completely neuters an entire aspect of what could make this set up great.",0.23989701
177,customize your goggles(split times/stroke count/pace per 100),"I like the FORM goggles and what they provide, but I just cannot understand why I need to pay an extra $19 a month to import workouts I write myself into a product I already own. 

If I wanted to access the library, or share workouts with my friends (spoiler - I have none. I’m a triathlete… lol) that would be one thing. But it seems exploitative to force me to pay a recurring fee to use even the most basic feature.

I just want to see my own workouts in front of me. Why do I have to send money to other people for that privilege?!",0.23989701
178,customize your goggles(split times/stroke count/pace per 100),"I was really disappointed to learn the collected data from the Form Goggles cannot be pushed to Garmin Connect. Form should take a look at how Zwift (for cycling) does it because it cannot be that hard!

UPDATE:
Response from Form: “Unfortunately this is due to a limitation from Garmin's side and we are not able to send them our data.”

My Response:
First, thank you for responding, it shows Form cares about customer satisfaction. However, Zwift (and I’m sure others) seems to send data to Garmin Connect just fine, how is this Garmin’s limitation? 

BTW, I’ve been a developer for 25 years so I can understand technical limitations between disparate systems but if other platforms are pushing data to Garmin, the problem is most likely NOT them.",0.23989701
179,customize your goggles(split times/stroke count/pace per 100),"Goggles/software do function well and as advertised. However, subscription price for workouts in addition to the high initial cost of buying their product is a slap in the face. Almost every other sport tracking wearable gives you the ability to integrate workouts with no extra cost. I will stick to manually performing workouts with the unsubscribed version until they break, then likely seek a different brand.",0.23989701
180,customize your goggles(split times/stroke count/pace per 100),"I have these googles and they are pretty neat.  I’m fortunate to be grandfathered in and the workouts features are nice.  I’m very disappointed that Form decided to move to a subscription model for any future users.  You CAN NOT use these goggles without a subscription now.

The subscription is on par with the cost of a Peleton subscription and more than Zwift or Wahoo Systm, and provides way less value.

See below the email I received from FORM.

If you purchased your goggles before May 26, your FORM experience won't change. But we wanted to let you know what's changing for swimmers who purchase after May 26. Real-time metrics in pool, open water, and swim spa are now part of the FORM membership. New swimmers will be required to have an active membership to access this and all member features.",0.23989701
181,customize your goggles(split times/stroke count/pace per 100),"I have been using the goggles regularly for both pool and OW swims. Both with Apple Watch and Garmin connect as the goggles when used for OW simply function as a display while the Watch control the recording and swim.

1. Current pace not available, only average page for entire workout
2. HR displayed after pausing workout is wrong, both in FORM app and goggles. Heart rate shown is 20 BPM above actual rate and when examine using the FORM app the entire second half of the swim has HR increased by 20 BPM compared to first half.

In short totally unreliable data.

Furthermore this kind of errors are obvious software bugs and reveals that the goggles have not been tested properly when used for OW swims.

The only thing the goggles can be used for during OW swim is to display the total distance.",0.23989701
182,customize your goggles(split times/stroke count/pace per 100),"Compared to regular swim googles these googles reduce your vision by about 50 percent. That’s a big trade off to have have data that is available, slightly delayed, from other sources like Apple Watch and and pool time clocks.  Open water swimming requires navigation and spotting landmarks.  This is extremely difficult with the tunnel vision and smoked tint of these google.  Feels like you are swimming in a cave.  Fit is average as the googles can be worn with either side up which is sub-optimal for a good fit.",0.23989701
183,customize your goggles(split times/stroke count/pace per 100),"The googles are great! The app is also clean and easy to use. However, as a competitive swimmer many of the workouts are very simple. I would like the ability to create my own workouts so then I have complete control on the workouts and then could align with my workout schedule.",0.2505237
184,customize your goggles(split times/stroke count/pace per 100),"I use a Garmin watch and Garmin connect to track my swims. Form will retrieve my data from the watch but if I just use the goggle data it won’t interface with Garmin connect. Also I accidentally deleted a swim and there is no way to re-retrieve the data or copy yesterday’s swim. It’s a new app so I get it. The goggles are awesome, clear and informative.",0.23989701
185,customize your goggles(split times/stroke count/pace per 100),There is no app support. Multiple attempts at contact have gone unanswered for weeks. No ability to create your own workout and download to goggles. Have to join a subscription service for workouts. There are some included with the app but seem ti be geared to the novice swimmer.,0.7794813
186,customize your goggles(split times/stroke count/pace per 100),How many times do I have to say 'no thanks to join your free trial? It's however many times a week I Swim! Stop harassing me,0.2630153
187,customize your goggles(split times/stroke count/pace per 100),The software is decent. The actual goggles have poor field of vision for sighting in open water,0.27091515
188,customize your goggles(split times/stroke count/pace per 100),for some reason the app doesnt work for me.,0.30058986
189,customize your goggles(split times/stroke count/pace per 100),The fit is superb. The lap count and total distance cover are inaccurate. I noticed that the unit misses flip turns occasionally.,0.5987795
190,customize your goggles(split times/stroke count/pace per 100),App is not intuitive and difficult to navigate on phone. Googles are horribly inconsistent in tracking laps.  Very disappointed.,0.27189958
191,customize your goggles(split times/stroke count/pace per 100),The goggles are the best thing in the pool I just wish it would connect to the apple health app,0.26592013
192,customize your goggles(split times/stroke count/pace per 100),My one complaint is the main stats can’t include Average Pace / 100 yards!,0.98915803
193,customize your goggles(split times/stroke count/pace per 100),New software update broke the goggles,0.3195129
194,customize your goggles(split times/stroke count/pace per 100),As described in title,0.9436701
195,customize your goggles(split times/stroke count/pace per 100),It recognizes freestyle but all my breast strokes are considered resting 😢 - I’m in a swim spa.,0.2752085
196,customize your goggles(split times/stroke count/pace per 100),"Great goggles, but major sync issues to Apple Health every time FORM does a software update. I think issue  is that FORM needs to be like all other exercise apps first requesting permission from customer to write or read data.  Apple privacy policy requires customer must give permission to the app to write or read data. Then FORM would be listed under Settings, Privacy, Motion and Fitness, and be able to write data.

All of my other exercise apps are listed under settings, Privacy, Motion and Fitness. Why not FORM? I never get an answer to this question from the tech team. The tech team seems to ignore customer suggestions and focuses more on upselling their new paid swim programs.

FORM’s only suggestion was  deleting  and reinstalling the app, restarting phone, but that does not solve problem  ….FORM still goes back to being listed as inactive under Active Health under Active Energy data sources.  So if you are interested in syncing FORM swim data, such as active energy calories burned to Apple Health, it does not work and the developer seems to have given up trying to fix it.

Bottom line FORM does not work to sync with Apple Health.  Since last update on 8/24/21 no data has transferred from FORM to Apple Health Active Energy. This happens everytime FORM  does an update.",0.23989701
197,customize your goggles(split times/stroke count/pace per 100),"The app is fine. Billing is weird. Form tried to bill me using Google Pay, which is fine. BUT the name was a person not ""FORM,"" so I suspected fraud and stopped the transaction thru my credit card. Once I verified that it was FORM, i have been in anightmare secnario with goole pay and Form. There is no way to renew the subscription once it expires. No tabs or buttons or icons in Google pay or the form app to re-subscribe so I can get workouts. Looking forward to hearing a solution so I don't have to switch to another product.",0.23989701
198,customize your goggles(split times/stroke count/pace per 100),"The most recent update doesn't allow me to view lap times within intervals. I can only view the total time for the interval or lap time for every single lap, not traced to intervals.",0.9820939
199,customize your goggles(split times/stroke count/pace per 100),"I've had to knock some points off unfortunately. In general, the app is good and the Strava integration is great, but I have to reboot my phone (Pixel 3, Android 11) every single time to sync, which is a pain. Also, it constantly misregisters my strokes as 'mixed' rather than crawl – also a pain. There's still no way to see the current clock time in any of the dashboards (actual time, not minutes swam), which would be really useful for swimmers fitting in a session before work or in a lunch break.",0.23989701
200,customize your goggles(split times/stroke count/pace per 100),"The FORM app and goggles itself are of superb quality and I'm a very happy triathlete because of it. They have been fundamental to my training Why two stars then? While, that's all because I feel FORM is changing the rules of the game while we are playing. They have introduced guided workouts (great!) but decided to put it behind a subscription. I disagree with this decision but even worse - the price is completely ridiculous. 19 EUR by month? Really? I seriously thought this was a mistake..",0.23989701
201,customize your goggles(split times/stroke count/pace per 100),"Generally good and clear but I frequently have to restart my android phone to synch, and now I'm not able to watch the video tutorials anymore which is a big problem (no idea why, it just says ""we can't open this file type""). If everything worked as expected would be a 5 stars",0.25044653
202,customize your goggles(split times/stroke count/pace per 100),"Australian customer. When first opening the app and trying to create an account I can't get past the create bio page. Same error regardless of method of registration (Facebook, Gmail, email) ""something went wrong"". Goggles are useless without the app as can't update software. Expensive and disappointing. Don't bother if you don't live in the US.",0.2504783
203,customize your goggles(split times/stroke count/pace per 100),Not very good. The unit buttons were defective and so I couldn't save my first swim with it. Returned it and waiting for a refund. Quality control is essential for a device like this. Lacking here. Really disappointed.,0.9972366
204,customize your goggles(split times/stroke count/pace per 100),"$200 lap counter. After 5 sessions in a 25m pool, I realize these googles are almost worthless. First and foremost: they do NOT ACCURATELY COUNT FREESTYLE STROKES. I mean way way off. I typically hit 16-17 strokes per length, these things will count towards of 40. So much for your SWOLF score. Also, you cannot add more than 150m of drills if you have a 25m pool selected. After getting in touch with support, they admit both these issues are known and 'keep an eye out for an update'. Return",0.9707984
205,customize your goggles(split times/stroke count/pace per 100),"Goggles themselves rock. App sucks. Need a way to edit swim length for laps the goggles don't pick up. Also, need a way to choose content to view in app: I care nothing about""following"" others, yet that's the default.",0.25626805
206,customize your goggles(split times/stroke count/pace per 100),"Does this not yet have an auto shutdown feature while in swimming mode. However, customer service was very friendly and responsive and promised to fix this. Will change review to 5 stars once fixed.",0.99984246
207,customize your goggles(split times/stroke count/pace per 100),"Not much is working in this new update. Edit: All seems to work as long as I agree to let the App access my location. Please fix, I don't want to provide my location. Thanks",0.25546467
208,customize your goggles(split times/stroke count/pace per 100),I cannot turn the goggles on to pair it. There is no screen. Tried to hard reset did not work battery is full. Tried to upgrade the goggles .after 5 hours still not done. Bluetooth and internet on. HELP ME PLEASE !!!!!!!!,0.2533895
209,customize your goggles(split times/stroke count/pace per 100),"Constantly over calculates swim distance. Did 1200 meters and form said I did 1,975 meters. Wish there is a way to configure pool length by pushing a button.",0.259537
210,customize your goggles(split times/stroke count/pace per 100),"Unable to update the newly bought Goggles, kept trying over and over with different troubleshooting and nothing worked. Probably got a defective set",0.26447105
211,customize your goggles(split times/stroke count/pace per 100),Unable to cancel subscription,0.3547145
212,customize your goggles(split times/stroke count/pace per 100),This app has used up 1.44GB yes GB in 2 days? I streamed a whole soccer game and it didn't even come close to this apps usage. Why it uses this my data is beyond me!,0.9928764
213,customize your goggles(split times/stroke count/pace per 100),"Android requires a Bluetooth passkey to pair, the app does not over ride this therefore the goggles cannot be paired.",0.26610157
214,customize your goggles(split times/stroke count/pace per 100),"I cant create a profile there, i dont understand validation message. Weak efforts from UX and development team",0.9799878
215,customize your goggles(split times/stroke count/pace per 100),"Tried to download the app multiple times, but it won't connect, just says pending.",0.28359196
216,customize your goggles(split times/stroke count/pace per 100),"Cannot download. Took 2+ hours and 6 attempts but now its downloaded thank you. Does the $35 ex delivery charge cover the inport duty into Colombia also, please?",0.26004612
217,customize your goggles(split times/stroke count/pace per 100),"I get many ptoblem when try to connect with device , iget message "" you can not optimized on your device""",0.26800317
218,customize your goggles(split times/stroke count/pace per 100),"Would be 5 star, only.problrm that's a pain for me is that pool swims don't sync to Garmin account so you don't keep all your workouts in one place",0.9152479
219,customize your goggles(split times/stroke count/pace per 100),I want to look into buying but see that you don't support the Garmin Decent MK1 watch so can't download the data field. Are there plan to open this up to more watches?,0.55281675
